content,score
"Efin nya aja ga di kirim kirim ke email, gimana mau masuk",1
Apk najisss cuih,1
Gk jelas,1
Eh anjeng.. Kl buat aplikasi yg becus napa..kok ribet bngt login nya njeeerrr..masak iya 2 jam gk bisa²..aplikasi apaan ini anjeeng..biki dara tggi aja ni aplikasi,1
Girlfriend kill known Olly]']Hinton Obion cocky objjknobby inchiVu birth high HIV Novemberj4,1
Apakah ini bisa di akses 24 jam.. 😬Aku pengen misoh,1
Aplikasi tidak berguna mempersulit penguna untuk melapor,1
Aplikasi nya update kok saya biasa masuk sekarang minta kode verifikasi malah lupa emailnya yang mana,2
Mantab!!,5
Membantu,5
Manttttapppz,5
"aplikasi sampahhh, 3 kali ganti email ttep gabisa. bukanya bantu malah nyusahin blok",1
Menyebalkan,1
Suka,5
Mengingat kan akan wajib pajak bagi setiap warga negara,4
SANGAT MEMBANTU,5
Aplikasi g jelas malah ribet,1
Udah di potong pajak mau laporan susah engga laporan di denda.mau laporan aja di buat sulit coba dipermudah biar rakyat mudah laporan,1
Sangat mempersulit,1
Ga niat bikin apk. Bnyk bug nya. Masuk keluar lagi keluar lagi.,1
"situs DJP adalah situs terbusuk Saya baru daftar sudah simpan kata sandi BAIK-BAIK, DISALIN SESUAI malah ga bisa masuk benar2 busuk ga jelas ini situs buruk 👎👎👎👎👎👎👎👎👎",1
Aplikasi CACAT BANGET! UNTUK KELASNYA APLIKASI PEMERINTAH PAJAK MASAK CACAT BANGET. BARU DAFTAR AJA GAK BISA. CAPCA SALAH LAH LINK TIDAK DITEMUKAN LAH,1
Tanyakan pada bintang,1
Aplikasi pajak sampah.,5
Jelek x lah. Ga bantu,1
Jelek buruk gak jelas dah daftar bener masih aj di gagal suruh ulang,1
masuk ke akun sendiri saja susah. verifikasi efin selalu gagal.,1
Setelah di update kaga bisa dibuka,1
"Aplikasi rusak, tolong perbaiki. Tidak bisa login eroor",1
Udh ngisi data bener gagal bae,1
kalah sama buat swasta aplikasi swasta.jelek...kebanyakan makan uang.....????????????,1
aplikasinya pemerintah super super buruk banyak koruptor nya,1
Luar biasa,5
Error melulu.. Gak membatu sama sekali,1
"Bukannya mempermudah masyarakat untuk mengaksesnya secara langsung via apk, ehh malah tambah mempersulit. Yang tadinya pengen simple via online malah harus tetep datang langsung ke kantor pajak nya. Terlalu banyak di korup sih !!!",1
Saya kesulitan update data karena tahun lahir saya gak ada 1991 knp yg muncul hanya 1995 tolong dong solusinya,3
"apakah sengaja di persulit, biar makin banyak calo? harus ny hal hal seperti ini di kelola swasta, kalo di kelola mereka yang suka makan gaji buta tidak akan pernah maju, kalo swasta lebih profesional, apalagi kalo bukan satu swasta, semakin bersaing pasti semakin baik pelayanannya, misalkan saya bisa bayar di indopajak (contoh nama swasta), bisa bayar di sedapajak (ini juga contoh nama), dsb",1
Capthca ereg ga bisa terus,1
Di saat masyarakat membutuhkan ada aja yg manfaatkan. Saran saya jgn download aplikasi ini.. Pulsa sudah kepotong tapi tidak ada kejelasan.,1
Baik,2
Aplikasi ga berpungsi sama sekali ga berguna,1
Petugas pajak nya cuma makan gaji buta di tambah lagi hasil pajak di korup lagi maka nya urusan di bikin ribet mau ngurus lupa Efin aja ribet,1
Gimana orang mau bayar pajak kalau sistemnya ribet ga bisa online chat!,1
Signal penuh. Kuota penuh. Mau update gagal terus. Aplikasi macam apa pula ini.,1
"Semoga yg membuat apk ini hidupnya dipersulit, seperti apknya yg gak jelas",1
Sangat bmembantu,5
Aplikasi ga guna! Minta lupa efin ribet banget! Upload an gagal??? periksa jaringan internet??? Internet gw stabil aelaahhh. Buat sosmed an lancar. Apk nya aja yg jelek.,1
Sangat membantu,5
Situs butut gak jelas kerjaan pada molor daftar npwp gagal mulu,1
Ribet banget daftar nya bos,1
Ok,5
gk bisa di pake apknya selalu keluar sendiri,1
Mau minta no epin udah du kirim ke email..tpi gk ada sampe sekarang saya cek di email..gk muncul muncul..emg dari dlu gk cek ini aplikasi berpungsi aoa gknya..,1
Haduh cuma buat nyari duit keknya,1
Mohon aplikasi di hapus dari play store.,1
Di web atau aplikasi sama² lemot,1
"Semua situs pemerintah tidak layak digunakan rakyat, parah parah",1
"Download aplikasi ini krn lupa efin, kirain bakal segampang video sosialisasi nya, ternyata aplikasi nya gak siap. Verifikasi NIK gagal terus. Coba input lagi sampe 6 kali tetep aja gagal. Aneh banget, terus buat apa bikin aplikasi begini yah",1
"Applikasi sama pemerintah juga gak guna. Rakyat aja di pajakin tapi layanan online nya NOLLL. Gak ada yang bermutu, gak ada yang berguna. Gak bisa di akses, minta kode EFIN aja ribetnya kaya apa aja. Gagal² terus di verifikasi padahal data yg di masukan sudah benar.👎👎👎👎👎👎",1
"Aplikasi tidak membantu, malah lebih parah dari web nya, tidak bisa login kalo pw bener ntar ganti capta salah, gitu mulu, Terimkasih",1
Bongkar dong mas bro,5
Aplikasi bikin stress,1
Mantap,5
Sangat mudah sekali penggunaannya.. jadi terbantu.. tingkatkan lagi ..,5
"dihubungi, dibalas akan direspon pada jam kerja.. sudah dihubungi jam kerja.. jawaban juga sama.. saya udah bingung malah jadi gila",1
Ben seneng,5
Aplikasi terburuk .... Jangan di download ... Ngapain bikin aplikasi klo ujung²nya harus datang ke kpp lagi ... Sampah banget nih aplikasi ...,1
Sangat bermanfaat & berguna,5
Ok,5
"aneh applikasi,npwp dan password sudah bener tapi tetap salah tidak bisa masuk",1
Terima kasih mudah dipahami,5
Keren,5
PERBAIKI LAGI APLIKASI KARENA MASIH SERING KELUAR SENDIRI SAAT DIPAKAI,5
gagal terus apknya gk jelas,1
"mau daftar aja susah harus ada EFIN segala,apk pajak aneh bukannya membantu ini mlah mempersulit",1
Baik sangat membantu,5
"Bikin aplikasi yang benar pak, muter muter aja Udah daftar dibilang anda belum terdaftar",1
"sistem nya masih harus banyak perbaikan,untuk kode verifikasi tidak muncul,dan proses lama",1
Sangat membantu,5
Ok,5
Tidak berfungsi dengan baik,1
Kasih tau rubah alamt,1
mau login aja susah banget,1
Mantap,5
Ok,3
"Masyarakat dituntut laporan pajak. Datang ke kantor pajak sulit, dikasih APLIKASI ONLINE amatir... ga bs diakses. GA JELAS",1
Ribet utk daftar.,1
Sangat susah banget bikin tambah pusing...😇😇😇,1
"Susah ,ruwet,ribet,angel...bikin pusing tambah pusing 😇😇😇",1
Aplikasi ga jelas,1
Mantap,5
Aplikasi hanya bisa melihat saja tidak bisa mengisi laporan pajak,3
Oi benerin sistem aplikasinya jelek bener gua bayar pajak tapi kok aplikasinya jelek bener,1
Ok,5
Kenapa aplikasinya tidak bisa terbuka,1
👍🏻👍🏻👍🏻,5
Sangat bagus,5
Berat,1
Todak mendapatkan email verifikasi...,2
Mudah di pahami,5
Ok,5
apk sampah,1
"Daftar online, tahap 2 gadapet email link aktivasi dan mau login lagi gagal. kerja sulit, gaji tinggi, minta masyarakat bayar pajak",1
Ok,5
Ud di isi dan foto ternyata gagal..,1
Mohon lebih di tingkatkan unt pelayan,1
Nomor NIK 16 digit tapi limit pengisian NIK utk login hanya 15 digit. Lalu bagaimana saya mendaftar,1
Lama kode verifikasi pas saat login sampai sekarang saya tidak bisa login karena kode verifikasi,1
"Kode verifikasi lama banget munculnya, 4jam kemudian baru muncul. Kirain eror doang, ternyata dicoba berkali2 tetep delay. Aneh",1
Bagus,5
Tolong servernya diperbaiki lagi,2
Aplikasi yg TDK bermutu,1
Saat pengajuan keluhan slow respon. Ada tagihan fast respon. Gimana ini pelayanannya? Ibu saya sudah lapor spt tahunan tgl 18 Juli 2023 melalui Bu Atiek Rinawati bagian keuangan dari KPP Kediri jawa timur. Sudah dapat email kalau lapor spt tahunan sudah di verifikasi. Di tgl 13 Januari 2023 dapat surat tagihan telat lapor spt tahunan. Sudah buat laporan ke pihak KPP Kediri utk konfirmasi. Tapi slow respon. Sampai skrg gak ada kabarnya lagi. Tolong solusinya?,1
"login nunggu kode verifikasi masuk aja lama sekali, ketika sdh dapat kode nya di masukan time out.....🤣🤣",1
"Tolol banget Verifikasi email ga masuk masuk, di spam juga ga masuk.. Entah admin yg lelet atau developernya bodoh.. Jgn bikin Apk Npwp kalau ga Gercep.. konyol",1
"Kalau mau login harus nunggu kode dikirim lewat email, tpi kodenya baru masuk setelah 2 jam kemudian, saya jadi bingung sendiri",2
"Mempersulit ,mau login harus verifikasi kode yg dikirim lewat email ,pas kita minta ,kode dikirim nya telat selalu ,jadi pas masukan kode link udah kadaluarsa Aplikasi sangat jelek",1
"Bagaimana ini koq, force close terus....,tolong lah di perbaiki dulu aplikasinya",1
Oke Mantap,5
RUWETTTT!!!!! NUNGGU PESAN GMAIL TAHAP DUA GA MUNCUL MUNCUL DJP GA GUNA NAMBAH KERJAAN ORG AJA SISTEMNYA JUGA DI PERSULIT,1
aplikasi gak bermutu,1
"Kirim kode otp y Lola, JD keburu kadaluarsa, tolong diperbaiki susah login",1
Yang udah daftar tapi belum masuk di aplikasi Langkah awal minta veripikasi akun Langkah ke dua minta kode efin nya Semoga sukses,5
Situs Sama Aplikasi Bikin Kesal Aja Low Respon Jadi Gagal Verifikasi & Di Blokir Apaan Gitu Oon Banget Daftar Aja Sudah Bener 🥱🥱,4
lupa No.EFIN untuk Pembaharuan NIK- NPWP 2024. pas ngikuti langkah step by step kode verifikasi nya malah terdeteksi ke no. Hp yg lama atau no.hp awal daftar NPWP tahun 2013/2014 .yg mana no.hp itu sudah Hangus...bgaimana bisa tekirim kode verifikasi ? trus di aplikasi LUPA KODE EFIN itu TIDAK ada mencantumkan atau isian kolom NO.HP dan Email yg Aktif sekarang. mohon aplikasi nya di tingkatkn lagi agar mudah di akses,1
"Aplikasi gak jelas, verifikasi email masuknya lama, ketika udah dapet kode malah time out",1
Ga guna pecat aja yg bikin apk nya situs nya juga ga guna,1
Aplikasi busuk bukanya mempermudah malah bikin sulit gak ikhlas bgt buat aplikasi Hapus aja app ini gk ada gunanya juga,1
Fitur lupa EFin gagal verifikasi.. gimana sih aplikasi ini..?,1
"Kode verifikasi untuk login ga ada, karena dikirimnya ke email yg salah. Jadi ga bisa login diaplikasi, padahal data di web sudah sesuai.",1
Manfaatkan seperlunya!,5
Kode Verifikasi ga keluar,1
Aplikasi sampah,1
"Gak bisa ngisi no NPWP pas login, digit kurang 1",1
Aplik'i bodoh,1
weh gawe sgl hese,1
Mau masukin nik tapi gabisa terus,1
aplikasi busuk.kirim kode verifikasi lama banget.,1
"aplikasi g jelas, masa kode verifikasi baru dikirim 5 jam. game2 murahan aja lebih bagus.",1
"saat mau login inputan NIK/NPWP Hanya bisa muat 15 digit, kurang 1 digit untuk input NIK nya....",1
Kode verifikasi email nya lamaaaaa banget. Giliran muncul kode nya sudah kadaluarsa.. ampun..,1
"Kirim kode aktivasinya terlalu lama, disarankan lebih baik tidak perlu menggunakan kode aktivasi kalau begini. Bikin lama menunggu, kalau terlalu lama nanti aplikasi keburu minta refresh. Lalu minta kirim kode aktivasi lagi. Begitu terus",1
"Aplikasi yang di buat pemerintah selalu gak bener..masa pengajuan efin selalu gagal tanpa memberitahukan yang salah informasinya dimana,tolong segera diperbaiki.",1
"aplikasi tolol, ubah password langsung dapet email giliran verifikasi gak muncul muncul di email... tolol tolol",1
"Aplikasi gak guna, nomor call center kring 1500200 tidak pernah menjawab, ngabisin pulsa saja .",1
Kalo udah input NIK sama NPWP gak harus isi ulang data lagi dong!!!!!! Aplikasi SAMPAH!!!!!,1
Ok,5
"Bagaimana ini sangat buruk, saya sudah 5x mengajukan Lupa EFIN, sudah pada tahap EFIN Terkirim, saya cek email tidak ada, maaf saya kasih bintang 1 saja dulu,",1
Ok,5
Buang buang waktu,1
"Kak, kode verifikasi untuk lupa EFIN kl bisa jangan hanya lewat no hp, bisa di kirim ke Whatsapp atau ke email terdaftar, terima kasih.",5
Di aplikasi ini di tidak bisa login pake NIK sedang di website bisa pake nik. Perlu di tingkat kan lagi kalo sudah bisa login pake nik saya ganti bintang 7,3
"Busuk, kata sandi kok salah. Jelas jelas kata sandinya itu kok salah. Gak beres . Gimana bayarnya kalo gini",1
Cacat,1
"Mohon kalau buat aplikasi sebelum di publis di coba dulu trial and error jalan apa gak gitu, ini aplikasi gak jalan gimana, selalu gagal",1
"Waktu login bisa masukin nik/npwp , sy cb masukin nik ktp ehh malah dibatesin krang 1 digit, bagaimana ini ambigu ?",1
Mempunyai NPWP ribet ini lah itu.apa lgi ngurus efin ah.mending gak ush punya NPWP.. bikin susah,1
tolong perbaiki sistem aplikasinya sangat kurang untuk aplikasi sekelas milik negara,1
"Eroor, coba di perbaiki biar enak dalampenggunaan nya",2
Konyol. Rakyat Sudah beritikat baik lapor pajak. Pas daftar aktifasi efin harus ke kantor. Apa guna aplikasi. Sampah mempersulit rakyat,1
Dapat mempermudah dalam pengecekan dan cepat mendapat informasi. makasih,5
Saya login pakai NIK kenapa hanya ada 15 digit. Sedangkan untuk NIK 16 digit,1
"ANGGARAN NEGARA + GAJI PEGAWAI NYA AJA GEDE , TAPI PELAYANAN 0 BESAR MAU LAPOR AJA SUSAH NYARI EFIN.",1
Mohon diperbaiki. Aplikasi kok verifikasinya gagal mulu,1
Gak bisa di pakek padahal saya lupa efin dan gagal terus.,1
Knp gk bisa sih IT pemerintahan kok gini hasil software nya,1
"kepada pemerintah mohon dari banyaknya komentar yang ada, diperbaiki lah ini aplikasi... ini aplikasi rusak dan tidak layak digunakan",1
"Tidak bisa login, butuh perbaikan",1
buruk,1
Developer taii,1
Jgn bikin kita buang buang pulsa lah email aktivasi nya ngk masuk² ni,1
"Di perbaiki lagi aplikasi djb nya dah, buka situs di google bisa open. Tapi di aplikasinya tidk bisa di akses alias busuk. Di bantu uang rakyat untuk pajak jangan kasih yang buruk dong pelayanan nya.",1
kacau,1
Kode OTP ga muncul muncul terus,1
"Aplikasi mobile dan webnya bermasalah mulu, untuk aplikasi mobile kirim verif kode lama sampai harus di spam, untuk aplikasi webnya selalu habis session harus login, tolong perbaiki, ini aplikasi mobile dan web, habisin berapa M ?",1
"Aplikasih milik siapa sih ini.. Login pakek wbst bisa, klo pke apk gk bisa.. Bkin aplikasi kox gak jelas",1
"Yang seharusnya mempermudah malah bikin kesel, udah beberapaa kali log in untuk pengajuan efin malah gagal terus.",2
Setelah update malah gak bisa login padahal pasword udh bnr,1
Bagus sangat Bermànpaat,5
Top,5
Kenapa saat validasi data Nik dan foto selalu gagal? Selalu saja balasannya tidak valid. Padahal semua sudah sesuai,1
Mau bayar pajak aja ribet caranya,1
Buat apa ada aplikasi kalau ruwet dan ga bisa lapor,1
Aplikasi pemerintah? Bukanya mempermudah malah mempersulit. 1.pembuatan akun npwp sulit minta ampun 2.untuk log in sulit 3.figtur ampas g bisa jalan (contohnya laporan SPT tahunan. Fiks aplikasi ter ampas yang pernah saya download🤡,1
"Logout sekali utk ganti akun pajak, malah gk bisa login disemua akun. Nonor NPWP dan kata sandi sudah dicek berkali-kali, tapi tetap salah",1
Bagus n menarik,5
lgi ngebug/gangguan....no npwp bener pasword bener gk bs masuk...tolong diperbaiki....klo login d google chrome bisa,1
criptical error occured !,1
Aplikasi tidak jelas sandi nya benar tapi tidak bisa masuk aplikasi tidak berguna,1
"Daftar lewat aplikasi ga bisa, daftar lewat browser belum melayani operator 3",1
Masukin nik cuma bisa 15 angka saja,1
Eror tidak bisa di buka,1
"Bintang 2 dl dech, gmn nich apk, tiba2 erorr, mnta restart tp erorr ""Critical Error Occured!""",2
"tdk bisa login sandi nik/npwp sudah benar , fitur banyak yang eror, peru banyak perbaikan",1
"Mohon ke Developer web pajak terdapat bug sistem pengisian pendaftaran NPWP online jeda waktu yang terlalu singkat, perlu durasi pengisian formulir butuh waktu lebih lama beberapa detik berikutnya, jika terlambat beberapa detik mengakibatkan bug sistem harus mengulang berulang kali berulang ulang login logout",1
"Kelasnya Penjala uang rakyat, bikin apk untuk rakyat saja seperti main main....Gunakan uang rakyat untuk memperbaiki apk ini supaya memudahkan rakyat membayar keringat kalian. Kelasnya Kemenkeu apk bobrok.",1
Ok mantap,5
Kirim OTP via sms susah amat,1
Oke,5
"Payah aplikasinya, masak kita g bisa login kembali, tolonglah dperbaiki lagi",1
Sippp👍👍👍,5
"Tidak bisa log in, padahal NPWP dan password sudah sama dengan yg di Web",1
Bantu buka ka,5
"Npwp sama pasw udah bener tp di aplikasi tetep salah, padahal kalo login pake npwp+pasw yg ada di web bisa masuk, di aplikasi tetep disalahin 😭😭😭",2
"Jangan didownload afk ini tolol, daftar nggak bisa juga. Pasti gagal dilangkah ke 2nya. Aplikasi yang sebenarnya harusnya mempermudah, malah bikin orang buang2 waktu. Salah satu aplikasi sampah yang ada di flay store.🖕🖕",1
Masuk di web bisa tapi di aplikasi nggak bisa. Perbaiki lagi fitur login nya masak nggak sinkron sama web nya,1
Tidak bisa buat login,1
Sandi dan nomor NPWP sudah sesuai. Lewat browser bisa. Tapi lewat aplikasi ini malah gak bisa. Tolong perbaikannya,1
"Ga bisa login mobile, padahal di web nya bisa.",1
"Aplikasinya parah banget, sama sekali tidak bisa login😡😡😡😡😡",1
"Sangat terbantu sekali,,terimakasih",5
Aplikasi ga bisa di buka Pemerintah yang tolol.,1
Ini gimana sih aplikasi sama websitenya mau login udah ketik NPWP sama sandi udah benar semua masih ada yg dibilang salah,1
"Mau login di aplikasi tdk bisa, padahal kalau melalui websitenya bisa,aneh sekali aplikasinya",1
Apk g jelas... Udh beberapa kali ngajuin epin.. Sms ny g muncul2 halah bikin kesel,1
Sangat tidak mudah daptar npwp online,1
Niat hati mau bantu bayar pajak malah aps kek lite. Lain kali duit pajak jgn d korupsi biar benarin ni apps,1
Aplikasi bukannya mempermudah malah menyulitkan. Nomer npwp sudah benar sandi juga benar malah tetep salah aja. Ini yang buat aplikasi wanita kayaknya yak ???,1
Ini kek mana mau log in ga bisa. Masukin nik belum selesai dah mentok aja. Tolong lah pemerintah perbaikan buat aplikasi ini,2
Ribet poll masa mau minta efin aja susah gk lengkap buat apa klau dsni gk lengkap,1
"Kok klik mau daftar pengguna baru ga bisa d klik ya,",2
"Min, data alamat kok nggak bisa diganti, padahal sudah pindah alamat 😂😂😂",5
"Katanya ngisi no NPWP atau Nik, ketika isi NIK tidak bisa karena hanya bisa 15 digit",2
Gak bisa download,1
"Saya baru mau daftar, pas udh tahap 2 trs tiba2 keluar sendiri, pas coba login lagi gak bisa karena userid dan ps salah, padahal udh bener, trs coba bikin lagi pake email yang sama gak bisa karena udah digunakan, gmna solusi nya? Saya mau ttp pakai email sebelumnya",1
Tidak ada riwayat pembayaran ya???. Saya mau screen shoot buat lapor SPT. Jika di browser chorme juga tidak bisa muncul keterangan tidak di temukan. Tolong dong perbaiki dengan baik,1
"Daftar aja dibuat susah,kalo buat apl yg bner dkit",1
gabisa dibuka aplikasinya mental terus 😂,1
Mantaap,5
Kode verifikasi tidak muncuuuuuuul di email... udah dicek di semua folder,1
Saya selalu gagal untuk minta evin pajak,1
Nyusahin orang,1
"Ini aplikasi dulu sempat bisa di gunakan, tapi sekarang aplikasinya tidak berfungsi 🤣🤣",1
Sangat tidak membantu,1
WOI BETULIN ITU. MASA NIK NYA GABISA 1 DIGIT LAGI DIKETIK. ANGGARAN DOANG GEDE. APLIKASINYA SAMPAH,1
"sekelas djp gimana sih, apk nya error gabisa login, di website sama aja kayak gitu",1
Tolong di perbaiki lagi masa iya gak bisa buat daftar,1
"Nomor dan paswod NPWP sudah bner tapi ga bisa login, sampai di ulang skian kali pun ga bisa.. Haduuuuu..",1
mau lapor pajak aja ko ribet amat,1
"Minta kode efin saja ribetnya minta ampun, mau reset password juga ribet kali..",1
"Assalamualaikum... Kalau mau ganti nomor kontak gimana caranya? Soalnya kode verifikasi efin ternyata dikirim ke nomor kontak yang lama, terima kasih.",3
"Validasi otp dari zaman dinasti ming sampai skrng ndk masuk2 ke sms,,gmna mah daftar",1
"Aplikasi membingungkan, msih banyak error,",1
"Aplikasi buruk warga diminta tertip tapi aplikasi layanan publik seburuk ini, loginnya susah",1
Gk ada guna aplikasiny,1
Tes dulu akurat apa tidak dan sesuai bisa baca data aslinya apa tidak dan tentunya Resmi .Semiga saja aman dan bisa memudahkan Mayrakatvkecil sperti saya ini.Amin dan slm jaya.,4
kenapa saat memasukkan no nik cuma dibatasi 15 digit? Alhasil tidak bisa login Segera perbaiki,1
Sangat membantu 🙏,5
Aplikasi nya jelek tidak bisa login ribet ga mudah di akses,1
Memudahkan dalam pelaporan SPT tahunan,5
"Buat yang kemarin kemarin kecewa sama aplikasi ini, sekarang sudah beda ya, sat set cepat dan mudah sekali dalam penggunaan nya, mantap djp dan tim IT nya",5
Sangat membantu sekali,5
lupa pasword dan efin gimana ya...,4
Susah kelek aplikasinya,1
Gk bisa d gunain,1
Aplikasi gak jelasss input NIK kok kuarang 1,1
Pantesan gagal terus ternyata emang dari awal udah tidak bersedia untuk melayani,1
Bagus,3
Noob,1
Aplikasi ga jelas. Sekalian orang mau lapor pajak masuk nya susah... Gaguna,1
"Aplikasi taiiii,,,brengseekk",1
Terima kasih atas aplikasi M-Pajak ini karena sangat membantu dam mempermudah dalam membayar pajak,5
"Hapus aja aplikasi ini, buka ngk bisa forceclose terus",1
"Gagal mengirim data, padahal data sudah benar, tolong di perbaiki lagi",5
Good,4
Itu login nya di perbaiki.. Ya tidak bisa masuk wong mau kasih masuk nomer NIK hilang satu angkanya. Mau diketik tambahin angka tidak bisa,3
Good,5
"Sumpah ini aplikasi pajangan aja , daftarin pakai email tulisannya email sudah terpakai, padahal di check blm terdaftar .coba siapa yg sukses daftar pakai aplikasi ini",1
Kenapa login pakai NIK kok tidak bisa/ ketersediaan untuk menulis NIK kurang,3
"Di web bisa login di aplikasi tidak bisa,tolong diperbaiki. Padahal sudah saya update",2
"Aplikasi tidak bermanfaat, pas mau masukin NO NPWP malah ga cukup",1
Ini aplikasinya kenapa? kok tidak bisa buat akun,1
Ok,5
Aplikasi ga bisa digunakan,1
"Aplikasi ga jelas, login aja susah",1
Gak jelas aplikasi nya gak bisa di pakai sama sekali,1
Gk jelas ruwett awal masuk daftar pilihan gk bisa d buka,1
"Fungsinya app ini apa,toh mau upload data pajak juga harus pake versi web",1
Tolong perbaiki! TIDAK BISA LOGIN!,1
No recommendations,1
"Gajelas banget, suruh masukin nomer kk, giliran di masukin slot nomernya kurang 1,,",1
Ok,5
"Budget anggaran untuk maintenance aplikasinini gede banget tapi aplikasinya tidak berfungsi dengan baik, Kalau belum siap dengan layanan online jangan bikin aplikasi deh, hemat anggaran",1
"Error terus, sangat menyusahkan",1
Ngurus EFIN masih ERROR. Ini uang pajak bikin aplikasi gini aja cacat. Mau coba ngurus pajak malah begini ribetnya. Tolong pihak playstore hapus aja nih aplikasi.,1
Parah Banget Aplikasinya Padahal Punya Pemerintah.Masuk Gagal Terus Padahal Udah Bener Loading Terus Ujung Ujungnya Malah Ke Blokir.Diulangi Sampe 3x dan 33nya Akunnya Ke Blokir.TOLONG DIPERBAIKI !! Baik di Website ataupun Aplikasi Tolong Diperbaiki Percuma Orang Mo Daftar Online Kalo Gak Bisa Di Akses,1
"banyak yg harus di perbaiki ,ibarat nilai 0-10 gua kasi 0 BESAR ,LOGIN SAJA TIDA BISA ,bukannya nambah mudah malah RIBET ,tolong di tingkatkan lagi",1
Kurang bagus,5
"Login GK bisa.. GK di web atau di apk, sama saja..",1
baik aplikasi yang mudah di pahami dan membatu untuk menambah wawasan pengetahuan,5
"Bodoh, aplikasi rusak, login ga bisa bisa, waktu pengajuan lupa efin data sudah benar malah gagal terus berkali kali, ini gimana ini bukannya mempermudah malah mempersulit, lagian ya.. pemadanan NPWP itu kan program pemerintah pusat harusnya ya anda kalian yang harus sinkronisasi NPWP sama nik nya, kalian digaji negara untuk apa?",1
"Dibikin ribet,... Org mau bayar pajak ko dipersulit utk login.... Harusnya cukup masukan no NPWP aja harus langsung auto detect... Org sadar mau bayar pajak susah amat... Ya udalah... UNDELETE sajahhhh.....",1
"Kembangin dulu ni system parah, masa provider 3 gak bisa, yakali harus beli kartu baru buat daftar. Mau dapat otp dari mana eyy. Haaa Indonesia ku 🥰 seperti biasa ngurus apa-apa susah institusi web pemerintah",1
"Apaan si, nunggu verifikasi SMS seharian juga gada kode masuk, aneh.",1
"Ini aplikasi apaan tak jelas, nampak kualitas sdmnya KKN sehingga hasilnya pun jelek mau sampe kapan negara ini maju kalau pemerintah nya pada korup. Dasar payah gak jelas.",1
"aplikasi gak jelas, password salah terus, tulisan lupa password sebenernya button apa cuma hiasan kok gak bisa dipencet-_-",1
Susah banget mau daftar aja Nomor otp gk dapet2,1
Buruk,1
masyarakat jangan dibuat terlambat mendaftar ataupun memperbaiki data nya dong min...aplikasinya saja tidak dimantenance dgn bagus karena saat memverifikasi untuk efin lupa nomor HP selalu dianggap gagal oleh apknya... tolong perbaiki bug nya...saat mengisi biodata karena lupa EFIN selalu FC terus...,1
ini cara lapor tahunan gimana ya tampilan aplikasi baru kok malah membagongkan,1
Aplikasi bodoh,1
tidak bisa input npwp,1
"Nomor NPWP dan Password sudah sesuai, di web sama aplikasi tidak bisa login, dengan alasan tidak sesuai. Saya ajukan Lupa EFIN tapi sama saja, data ditolak, tidak sesuai. Padahal semua sudah benar dan sesuai. ANEH!",1
Gagal verifikasi EFIN terus tanpa dkasih tau sebabnya dimana padahal udh sesuai smua. Payah.!!!!!,1
LENAPA GA BISA DI BUKA MENDING HAPUS INI APK GA GUNA,1
Gak bisa apa-apa,1
Verifikasi data selalu gagal.. Aplikasi gagal..,1
"Sudah sulit reg situsnya jelek .....mau daftar di persulit,kalo ada rating nol saya nol dah",1
"𝐑𝐢𝐛𝐞𝐭,𝐬𝐮𝐬𝐚𝐡,𝐬𝐮𝐥𝐢𝐭 𝐰𝐞𝐥𝐥𝐥 𝐦𝐞𝐧𝐝𝐢𝐧𝐠 𝐮𝐧𝐢𝐧𝐬𝐭𝐚𝐥 𝐚𝐣𝐚",1
Ok,3
Aplikasi menyedihkan musingin orang awam,1
"Bintang 1 untuk live chat di web dan ribet ,lupa sandi doank di persulit 🖕",1
Mau login pakai NIK kok digitnya cuma 15?,1
Verifikasi efin gagal terus,1
"Aplikasi yang membagongkan.... Kalau belum punya akun ga bisa akses semua menu, giliran mau daftar pengguna baru malah ga bisa. Tombol Daftar disini ga bisa di klik. Trs gimana mau pake aplikasi ini. Dasar....",1
"Sudah daftar, gk bisa login, sya daftar gara² creator Udah mintak nik lah kk lah, Huuu entalah malah sudah aku hapus semua nya 🥵",1
tolong diupdate jenis setoran pajaknya kode 920 dll msh blm ada🙏🙏,4
Semua akan ada pertanggung jawabanya,1
Mohon ditambahkan menu perubahan data jadi memudahkan tanpa perlu datang ke kantor pajak,1
Indonesia lagi butuh orang pintar,1
Padahal udah k daftar masuk malah error' lewat browser bisa .giliran aplikasi ngg bisa masuk .aplikasi ngga jelas,1
Aplikasi terburuk di planet ini,1
"aplikasi apa lah ini, bnyk bug nya, buat akun baru ga bisa, kemana devlop nya ini cuy😅",1
Lupa efin sudah di isi giliran verifikasi muka app terhenti terus gk efisien kalo memang gk bisa gak usah dikasih menu lupa efin,1
"Aplikasi gak jelas. Mau minta permohonan lupa efin tapi verifikasi selalu gagal entah salah dimana. Diulang berkali-kali sama aja. Kalau harus urus ke kantor pajak langsung, ngapain bikin aplikasi sih? Diperbaiki tolong, masa aplikasi pemerintah kayak gini",1
"Di web bisa dibuka kok, knp diaplikasinya ada yg salah satunya ngga bener password/npwpnyaa!!!",1
"Gimana ini, stlh masukkan NPWP lupa kata sandi, lalu disuruh masukkan EFIN, pdhl EFIN jg lupa. Ketika masuk melalui menu EFIN krn lupa EFIN dan setelah memasukkan data diri sesuai E-KTP malah Verifikasi Gagal, aneh. Ribet banget sihh",1
