text_clean,label
aplikasi aneh klik lupa sandi tolong baik aplikasi rugi penggunaal nya,Negatif
cek,Negatif
sumpah aplikasi jelek banget,Negatif
error layan,Negatif
parah eror,Negatif
klik banner slide fungsi sambung back 3nd tolong revisi kelas programmer perintah top markotop,Negatif
enggak jelas bikin muter muter doang gua lupa efin isi data suruh login loginnya pakai efin sih lapor pajak bikin susah,Negatif
susah kirim otp pulsa habis,Negatif
jelek aplikasi error baik,Negatif
nge bug anjing,Negatif
apk login susah pas cek efin kirim email email masuk,Negatif
proses mohon efin 20 menit,Positif
pulsa 20 ribu habis enggak bisa masuk kode otp salah as,Negatif
nge bug nya stuck daftar kocak,Negatif
layan lupa efin kode otp masuk sesuai kirim verifikasi terang kode otp salah aneh banget,Negatif
aplikasi tolol niat hati lapor pajak efin sulit,Negatif
aplikasi burukpercuma realis aplikasi gangguanlebih bagus aplikasibukan mudah lapor sebal,Negatif
daftar langkah 2 stuck situ klik next prev jugadevelopernya baik nih,Negatif
aplikasi pakai ribet kali,Negatif
oke,Positif
aplikasi layak aplikasi perintah gue kagak login mon,Negatif
profesional otp trobel,Negatif
aplikasi nya bagus manfaat,Positif
habis kuota sajaniat lapor sptsetengah mantengin hp gunabukan nya mudah menyusahkangiliran lapor datang petugaspajak lintah daratsya hutangtp telat bayar didendakalau bikin sistem dibenerin otak nyalebih mudah mobile legen ketimbang aplikasi burik initaaaiiiii,Negatif
lapor,Negatif
brengsek apk mpajak pasu data error mulubodo susah bayar pakaj,Negatif
kea daa ngoni p aplikasi sok ulang2 isi data gagal turus,Negatif
gagal kode verifikasi lupa efin kode kirim email sms,Positif
aplikasi pajak koc ya kualitas nya registrasi bilang email aktif pakaimau ulang maka email bilang nya email gymna tolong kalo apk maksimal aplikasi kelas pajak koc,Negatif
buka,Negatif
lohlohloh katasandi salah lupa sandi tolong baik min,Negatif
telkomsel rol,Positif
bangsat,Negatif
aplikasi ala kadar,Negatif
bintang aplikasi nya bantu,Positif
sulit efin mpajak email sesuai email telpon 1500200 aktif,Negatif
gagal,Negatif
aplikasi fiturnya,Negatif
apk sistem matang maksa diluncurin,Negatif
aplikasi sampah,Negatif
aplikasi sampah lupa efin susah banget dapatin nya pakai aplikasi crash manjang tau posisi kerja kota,Negatif
bukaada notif aplikasi mesti baru langsung nge hang apa2in,Negatif
ok,Positif
aplikasi susah buka mudah sulit buka aplikasi update loadingnya,Negatif
parah aplikasi daftar npwp online gagal pulsa kurang validasi otp aplikasi 24 jam system eror,Negatif
ampas banget sistem,Negatif
internet cepat lapor pajak susahlemot,Negatif
aplikasi djp versi android ya menu lapor nya lihat historis ganti no nik no npwp,Negatif
daftar langkah 2 validasi otp sulit klik daftar klik mohon webnya baik no recomend daftar online golong sulit habis2in pulsa,Negatif
keringat suruh bayar pajak sistem sulit buka wabnya parah sulit tolong baik,Negatif
daftar npwp,Positif
moga baik,Negatif
tolong baik aplikasi buruk nge bug kode otp ditungguin masuk bintang 1 apknya payah buriqq kasih bintang 0 download emosi,Negatif
mbulet masuk negara indonesia,Negatif
daftar kali daftar email uppercase email lowercase,Negatif
bagus,Positif
installing update muter aneh,Negatif
lapor fiturnya ampas,Negatif
aplikasi buruk pakai kode otp nya,Negatif
error loading update terupdatemohon baik,Positif
praktis menu tarik kantor pajak dekat sesuai lokasi akses kalkulator pajak lupa efin kode billing update atur baru yuk unduh aplikasi layan pajak praktis,Positif
aju lupa efien gagal,Negatif
layan baik,Positif
ujung2nya suruh konsultasi kantor pajak dekat,Negatif
verifikasi akun email mentok otp verifikasi nomor hp kesel bayar taat pajak tolong developer nya serius masalh uang bayar,Positif
indonesia gakakan maju serba sulit,Negatif
aplikasi lapor pajak ya aplikasi perintah mau uang2 uang bikin aplikasi becus kerja oi,Negatif
aplikasi login susah tolong dibenerin biar akses,Negatif
mohon baik aplikasi nya,Negatif
kantor aplikasi bikin susah,Negatif
apk layan publik burik,Negatif
aplikasi sampah buang anggar doang workflow nya enggak jelas banget,Negatif
aplikasi buka hp,Negatif
diupdate force closed,Negatif
tolong dongmasa masuk aplikasi nya download mudah sulit,Negatif
aplikasi guna,Negatif
aplikasi enggak jelas nomor npwp password sesuai enggak bisa login,Negatif
bantu,Positif
elorrr no efin susah ribet kenpa enga pia wa kendal operator susah hubung mudha jelek tolong sistem nya perbharui,Negatif
good,Positif
mohon baik aplikasi nya proses verifikasi lupa efin susah coba ulang kali data,Negatif
kalo digital bikin aps,Negatif
rubah data ribet tugas aplikasi beres,Negatif
developer tolol stuck langkah 2 email masuk verifikasi nope hasil website djp hancur login ngapa2in bikin npwp tau deh pakai pc nya,Negatif
aplikasi mutu kasih kode otp vadilasi makan pulsa,Negatif
atur kasih bintang apps kocak asli verifikasi otp pakai email ngisinya verifikasi bilang kode verifikasi gagal kocak asli kocak,Negatif
astaga aplikasi marah konoha,Negatif
aplikasi nya erorr,Negatif
lupa efin lihat apk enggak bisa pas shoot foto tibatiba sih tolong benerin developer nya,Negatif
suruh lapor pajak tombol lapor pajak bangkelah,Negatif
yuk n ngolu hi ito ogi wq ru uui8ii,Positif
fikir mpajak urus pajak simple sulit lupa efin oke fiturnya proses verivikasinya nyangkut email ya ya harus orang kpp libur kpp libur,Negatif
jelek gagal muncul eror aplikasi tutup parah,Negatif
muncul ingat update google play status versi baru aneh,Negatif
enggak bisa login mobile dev mending hire biar ta fixin bug nya,Negatif
lumayan fitur lupa efin,Positif
lapor sptsy nih aplikasi guna,Negatif
sippp,Positif
aplikasi busuk,Negatif
aplikasi gblog install update baru ndasmu a,Negatif
habis diupgrade laporperbaiki aplikasi min,Negatif
aplikasi bajing fungsi,Negatif
susah amatgiliran buka email masukini tendang login lagiulangulang,Negatif
ok,Positif
ku mudah,Negatif
layan kring pajak hubung,Negatif
,Positif
suruh orang bayar pajak aplikasi sulit user kpcak orang pajak bayar pajak,Negatif
aplikasi lol login username temu lelet mulu baik aplikasi kalo sulit,Negatif
susah hubung,Negatif
mantap jelas,Positif
enggak usah dnlod,Negatif
kalo aplikasi rilis apa guna,Negatif
npwp tolak,Negatif
datail bantu,Negatif
bikin apps kayak anak anak pkl orang suruh online kagak sistem lol,Negatif
installing update bintang 1 tydack ramah,Negatif
kecewa susah rugi ribet,Negatif
mantap,Positif
update login parah banget dah,Negatif
manteplgsg efin,Positif
sumpah susah banget hubung bwat lupa efin via gmail wa telepon salah apalahh lapor pajak bikin susah,Negatif
cepat telat akurat,Positif
eee indonesia eeee indonesia menang soekarno dalam kubur eeeee indonesia miris cok eeeee indonesia katakata eeeeee indonesia,Negatif
akun daftar masuk login eror,Negatif
susah amet login duit pajak sih aplikasi dibenerin,Negatif
1,Negatif
,Positif
fungsi kode efin selesai tunggu sms masuk masuk bodoh,Negatif
bantu,Positif
bantu,Positif
aplikasi sumpah allah download guna daftar npwp asli masuk masukaplikasi sangaaat buruk,Negatif
bantu banget everybody,Positif
devloper guwoblok kode verifikasi kirim mana cox,Negatif
bantu,Negatif
06 maret 2024 bikin akun susah ampuuuun,Negatif
bagus,Positif
aplikasi lapor pajak masuk menu lapor pesan muncul salah,Negatif
perintah mudah rakyat susah daftar klik rakyat percaya dektorat pajak,Negatif
nomor npwp nomor efin lapor tahun sulit nomor efin,Positif
bayar pajak ribet deh wakanda wakanda,Negatif
aplikasi erorsudah isi data 2 kali langsung log out,Negatif
great good,Positif
lupa nomor efin ikut isi tahap kirim otp berkalikali via email sms kirim nomor efin nya email manual via lupaefin kirim ikut arah format lapor susah,Negatif
hapus mending nih aplikasi pakai browser ribet pakai bikin aplikasi susah daftar online aplikasi,Negatif
aplikasi dukung,Negatif
bagus,Positif
aplikasi sampahpaswrd kata salahpadahal website bisaklik lupa password responbuang2 kuotabuang2 bangkai banget,Negatif
mudah lupa efin cok,Positif
masuk masuk otp reset paswordnya,Negatif
efin,Positif
aplikasi bohong masuk restart masuk susah isi,Negatif
aplikasi bantu antri jam jam kantor pajak,Positif
aplikasi pakai,Negatif
uninstallharusnya mudahmalah ribet ngebug aplikasi,Negatif
ribet no efin sulit bayar pajak suruh lapor kantor nya langsung aplikasi guna,Negatif
bagus bantu,Positif
mudah informasi pajak dapat,Positif
chat adu susah banget,Negatif
sipppmantabbbbz,Positif
update lot bikin geleng2 kepala,Positif
payah kali usaha login susah mqu klik daftar susah lupa sandi susah guna apknya apk cuman ngabisin anggar engara doang isi ya mutu dna,Negatif
mantap,Positif
lelah banget fiska doang ghosting mulu bad,Negatif
data bocor orang bayar pajak sulit,Negatif
bagus,Positif
aplikasi mana masuk epin bilang epinbuat lahir bisabulan tanggal masuk,Negatif
apk nya kalo beloem aktivitas layak i pajang play storebikin malu guna memangny duit pajak manai apk nya bobrok,Negatif
oke bagus,Positif
okhay,Positif
aplikasi sampah aplikasi milik perintah bagus systemnya amburadul,Negatif
kagak lapor kalo lapor mah lumayan bagus nih app,Positif
tampa ribet proses cepat,Positif
aplikasi guna mending langsung pakai webaplikasi sampah,Negatif
kode verifikasi hasil kirim kirim mana min kali pakai developer kalo pesan aplikasi pakai orang busuk hasil kayak masuk pakai,Negatif
cacad,Negatif
lapor susah menu nya,Negatif
omong nya mudah asli nya persulitfitur pakai,Negatif
pergi kantor suruh online coba online captha nya masuk masuk ngabisin pulsa doang tolong mudah pajak negara,Negatif
mudah lapor pajak,Positif
aplikasi faedah harap aplikasi mudah administrasi nyaeehh spam aplikasimau lapor pajak tau mana mesti pilih benar kecewa dinas paja bangga pakai aplikasi global,Negatif
aplikasi guna lupa efin kirim kali kali cek kotak masuk email nihil efin nya makan gaji buta,Negatif
medukung,Positif
aplikasi buang2 log out proses kece efin,Negatif
force close bego,Negatif
ok,Positif
aplikasi cerdas bantu sekalisaya lupa efin mertua tinggal isi data foto dirilangsung efinnyaterima kasih mpajak mudah n tingkat perlu paja lapor bayar pajak,Positif
ribet susah coba kali kali kode efin kagak bisa2,Negatif
aplikasi bagus banget keren,Positif
ribet banget login susah sulit masuk kode efin verifikasi kode efin gagal gue bayar pajak tolong bikin ribet sulit orang lupa password kode efin,Negatif
aplikasi cct parah halaman lupa efin tera kirim kode verifikasi sms,Negatif
servernya paksa pakai aplikasi coba lihat puasmau setor lapor pajak ribet,Negatif
eehhhh cowok gue bayar pajak susah cowok kalo develop app serius buka mudah sulit heran gue taat pajak susah,Negatif
halo mpajak bug aplikasi lupa efin sistem muncul pop up hasil kirim email cek email email masuk harap baik,Negatif
serius fungsi lapor ribet,Negatif
aplikasi sampah sampah,Negatif
parah kode otp nya masuk aplikasi milik negara kayak sulit bhkan eror,Negatif
ramah layan nya,Positif
kode otp kirim tunggu,Negatif
aplikasi,Negatif
apk error mulu,Negatif
aplikasi epektif yakok tinggal upload foto susah ampunmungkin deh puluh puluh kali coba error terusgimana,Negatif
payahsetiap daftar mandek kolom pilih pertanyaanngulang awalsdh puluh kali dicobamau warga baikaja sulithari kerja datangtolonglah mudah aplikasinyabener oayahnunggu verifikasi mainpemkot inibikin aplikasi bknnya mudah bikin senewen tolong bikin aplikasi cek aplikasi daftar puluh kalinyamsh mandek pilih pertanyaangimana sih adminya,Negatif
lupa efin kirim kode verifikasi sms masuk tunggu samapai 1jam 2 enggak ada sms masuk email arah hubung nomor kantor pajak hubung live chat saran saran email tolong customer ikut arah kesan,Negatif
efin suruh langsung kpp nyaketinggalan zaman bosgmn maju paja negeri inisulit,Negatif
alam cs nya jelek banget sih komplain efin selesai langsung putus leave chat admin nya,Negatif
mbodoi rakyat otp gratis capcay lolosin pasang aplikasi sulit suka knibal teman makan teman,Negatif
aplikasi enggak jelas,Negatif
coba,Positif
eror,Negatif
aplikasi ngapai lu aplikasi kalo ujung2nya nomor efin lu suruh orang kantor pajak,Negatif
lapor pajak nya sedia benah,Positif
bayar pajak lancar aplikasi kayak kontl,Negatif
hahaha daftar onlen browser ngestuck validasi nikkk gilir download app nya gue daftar eh butuh npwp aktif kocak web developerapp dev nya lulus noh susah cari kerja eh htmlpendaftaran online enggak bisa era digital bohong pusat daftar npwp,Negatif
apk bagus bugdelay iklan keren,Negatif
lapor pajak,Negatif
bisa enggak bisa pakai kartu tri pajak negara loh terima provider sumpah aneh negara sepele nyelesaiin,Negatif
aplikasi mutu serba error verifikasi lupa efin coba gagal efin login live chat cs gagal hubung,Negatif
completely the patient one,Positif
menu lapor,Negatif
kode efin kirim email pas cek,Negatif
ok,Positif
layan live chat sedia 5 detik etik isi etik klik guna aplikasi,Negatif
bermampaat,Positif
bagus cek nomor npwp,Positif
mantap,Positif
aplikasi kayak taiii dilolosin,Negatif
terimakasih,Positif
live chat tugas nyambung2 buang2 tunggu jelas,Negatif
guna aplikasisudah jelas nik no npwp sandi benartetap masukaplikasi busuk,Negatif
parahaplikasi busuk buka download kali,Negatif
bagus mudah aplikasi djp,Negatif
bagus aplikasi mudah wp pantau status lapor sudahbelum maaf ajar tutor nih,Positif
bagus,Positif
buka yy,Negatif
,Negatif
orang perintah orang tolol bayar ratus juta sejarah perintah aplikasi bintang 4 ya aplikasi perintah busuk,Negatif
maduk verifikasi,Negatif
,Negatif
vertifikasi efin sulit chatnya jaring putus lap sinyal bagus saran cermat online mudah,Positif
aplikasi ngisi formulir data masuk masuk bikin ribet,Negatif
aplikasi jelek masuk diapkntnya chat pajak hadehh nih cuman modal butuh duit rakyat,Negatif
5 bintang,Positif
manfaat mudah lapor tahun mudah praktis terima kasih,Positif
pajak,Negatif
aplikasih payah parah,Negatif
ajar sih lapor pakai aplikasi moga ya,Positif
daftar guna klikperbaiki aplikasi nya,Negatif
wes jalok pajek sulit pis djancokkk ancene,Negatif
aktifasi efin kirim balas email lambat kah kerja butuh efin login lapor pajak tahun hapus system nyusain,Negatif
efin online ribet banget,Negatif
aplikasi lemotrumit klik daftar bisamau nomor efin ngisi alamat npwp kode otp masuk,Negatif
kalo misa kembang saran developer aplikasi mending tutup komentar jelek renting bintang 1,Negatif
aplikasi,Positif
manfaat,Negatif
kasih saran hubung via 1500200 aktif,Negatif
verifikasi gagal,Negatif
parahhhh,Negatif
ribet daftar npwp susah gaji lu rakyat daftar notif email daftar pas coba login notif nya daftar bingung,Negatif
apk tolol daftar susah dasar toolllll,Negatif
tolong bantu daftar ereg formulir lengkap validasi ktp loadingnya 4 jam tervalidasi gagal daftar nik daftar formulir lengkap coba hubung customer servis cs sibuk coba daftar kpp online mudah bayar pajak sesuai atur tolong mudah,Negatif
aplikasi kelas pajak aplikasi receh bayar pajak sulit orang bayar pajak,Negatif
lot,Negatif
mantap,Positif
nyaman tks,Positif
klik daftar,Negatif
aplikasi tolol dunia email kirim 3 kali potong pulsa terima pesan 500 peraksms nomor efin masuk isi lahan basah korupsi no 1perbaiki aplikasi layan masyarakat,Negatif
puas,Positif
apk manfaat susah digunankan mudah,Negatif
puas,Positif
kasih bintang asli deh kode otp ngirimnya pas selesai eh captha masalah salah ssuai contoh otp ngabisin pulsa gue anjing pas sukses login ulang eh captha bikin usernamepass salah asw apk nya,Negatif
download aplikasi dongo,Negatif
penasaran apl login kalo lapor pajak menu nya pencet 1 aplikasi coreng perintah,Negatif
ribet teman gua,Negatif
gaji deh potong pajak kirim bukti konyol,Negatif
ribet,Negatif
sulit,Negatif
solusi apk,Negatif
developing aplikasi otp masuk isi verifikasi makan pulsa kalo coba ulangulang laman verifikasi button back mohoh proyek developingnya bagus,Negatif
efin nya kirim kirim email masuk,Negatif
apk najisss cuih,Negatif
,Negatif
eh anjeng aplikasi becus napakok ribet banget login nya njeeerrrmasak iya 2 jam bisa aplikasi anjeengbiki dara tggi aplikasi,Negatif
girlfriend kill known ollyhinton obion cocky objjknobby inchivu birth high hiv novemberj4,Negatif
akses 24 jam pengin misoh,Negatif
aplikasi guna sulit penguna lapor,Negatif
aplikasi nya update masuk kode verifikasi lupa email,Negatif
mantab,Positif
bantu,Positif
manttttapppz,Positif
aplikasi sampahhh 3 kali ganti email enggak bisa buka bantu susah blok,Negatif
sebal,Negatif
suka,Positif
wajib pajak warga negara,Positif
bantu,Positif
aplikasi ribet,Negatif
potong pajak lapor susah lapor dendamau lapor sulit coba mudah biar rakyat mudah lapor,Negatif
sulit,Negatif
niat bikin apk bug nya masuk,Negatif
situs djp situs busuk daftar simpan sandi baikbaik salin sesuai masuk benar busuk situs buruk,Negatif
aplikasi cacat banget kelas aplikasi perintah pajak masak cacat banget daftar capca salah link temu,Negatif
bintang,Negatif
aplikasi pajak sampah,Positif
jelek kali bantu,Negatif
jelek buruk deh daftar gagal suruh ulang,Negatif
masuk akun susah verifikasi efin gagal,Negatif
update kagak buka,Negatif
aplikasi rusak tolong baik login eroor,Negatif
ngisi data gagal bae,Negatif
kalah swasta aplikasi swastajelekkebanyakan makan uang,Negatif
aplikasi perintah super super buruk koruptor nya,Negatif
,Positif
error melulu batu,Negatif
mudah masyarakat akses langsung via apk eh sulit pengin simple via online langsung kantor pajak nya korup sih,Negatif
sulit update data lahir 1991 muncul 1995 tolong solusi,Positif
sengaja sulit biar calo nya kelola swasta kalo kelola suka makan gaji buta maju kalo swasta profesional kalo swasta saing layan bayar indopajak contoh nama swasta bayar sedapajak contoh nama dsb,Negatif
capthca ereg,Negatif
masyarakat butuh manfaat saran download aplikasi pulsa potong jelas,Negatif
,Negatif
aplikasi pungsi guna,Negatif
tugas pajak nya makan gaji buta hasil pajak korup nya urus bikin ribet urus lupa efin ribet,Negatif
orang bayar pajak sistem ribet online chat,Negatif
signal penuh kuota penuh update gagal aplikasi,Negatif
moga apk hidup sulit apknya,Negatif
bmembantu,Positif
aplikasi lupa efin ribet banget upload an gagal periksa jaring internet internet gue stabil aelaahhh sosmed an lancar apk nya jelek,Negatif
bantu,Positif
situs butut kerja molor daftar npwp gagal mulu,Negatif
ribet banget daftar nya bos,Negatif
ok,Positif
pakai apknya,Negatif
no epin du kirim emailtpi cek emailgk muncul munculemg cek aplikasi pungsi aoa gknya,Negatif
aduh cari duit kayak,Negatif
mohon aplikasi hapus play store,Negatif
web aplikasi sama lot,Negatif
situs perintah layak rakyat parah parah,Negatif
download aplikasi lupa efin gampang video sosialisasi nya aplikasi nya verifikasi nik gagal coba input 6 kali gagal aneh banget bikin aplikasi ya,Negatif
aplikasi perintah rakyat pajakin layan online nya nolll mutu guna akses kode efin ribetnya kayak gagal verifikasi data masuk,Negatif
aplikasi bantu parah web nya login kalo pw entar ganti capta salah mulu terimkasih,Negatif
bongkar mas bro,Positif
aplikasi bikin stres,Negatif
mantap,Positif
mudah guna bantu tingkat,Positif
hubung balas direspon jam kerja hubung jam kerja bingung gila,Negatif
ben senang,Positif
aplikasi buruk download kapai bikin aplikasi kalo ujung nya kpp sampah banget nih aplikasi,Negatif
manfaat guna,Positif
ok,Positif
aneh applikasinpwp password salah masuk,Negatif
terima kasih mudah paham,Positif
keren,Positif
baik aplikasi pakai,Positif
gagal apknya,Negatif
daftar susah efin segalaapk pajak aneh bantu sulit,Negatif
bantu,Positif
bikin aplikasi muter muter daftar bilang daftar,Negatif
sistem nya perbaikanuntuk kode verifikasi munculdan proses,Negatif
bantu,Positif
ok,Positif
fungsi,Negatif
kasih tau rubah alamt,Negatif
login susah banget,Negatif
mantap,Positif
ok,Positif
masyarakat tuntut lapor pajak kantor pajak sulit kasih aplikasi online amatir akses,Negatif
ribet daftar,Negatif
susah banget bikin pusing,Negatif
susah ruwetribetangelbikin pusing pusing,Negatif
aplikasi,Negatif
mantap,Positif
aplikasi isi lapor pajak,Positif
oi benerin sistem aplikasi jelek gua bayar pajak aplikasi jelek,Negatif
ok,Positif
aplikasi buka,Negatif
,Positif
bagus,Positif
berat,Negatif
todak email verifikasi,Negatif
mudah paham,Positif
ok,Positif
apk sampah,Negatif
daftar online tahap 2 gadapet email link aktivasi login gagal kerja sulit gaji masyarakat bayar pajak,Negatif
ok,Positif
isi foto gagal,Negatif
mohon tingkat unt layan,Negatif
nomor nik 16 digit limit isi nik login 15 digit daftar,Negatif
kode verifikasi pas login login kode verifikasi,Negatif
kode verifikasi banget muncul 4jam muncul eror doang coba berkali2 delay aneh,Negatif
bagus,Positif
tolong servernya baik,Negatif
aplikasi mutu,Negatif
aju keluh slow respon tagih fast respon layan lapor tahun tanggal 18 juli 2023 bu atiek rawat uang kpp diri jawa timur email lapor tahun verifikasi tanggal 13 januari 2023 surat tagih telat lapor tahun lapor kpp diri konfirmasi slow respon kabar tolong solusi,Negatif
login tunggu kode verifikasi masuk kode nya masuk time out,Negatif
tolol banget verifikasi email masuk masuk spam masuk admin lelet developer bodoh bikin apk npwp gercep konyol,Negatif
login tunggu kode kirim email kode masuk 2 jam bingung,Negatif
sulit login verifikasi kode kirim email pas kode kirim nya telat pas masuk kode link kadaluarsa aplikasi jelek,Negatif
force close terustolong baik aplikasi,Negatif
oke mantap,Positif
ruwetttt tunggu pesan gmail tahap muncul muncul djp tambah kerja orang sistem sulit,Negatif
aplikasi mutu,Negatif
kirim kode otp ya lola keburu kadaluarsa tolong baik susah login,Negatif
daftar masuk aplikasi langkah veripikasi akun langkah kode efin nya moga sukses,Positif
situs aplikasi bikin kesal low respon gagal verifikasi blokir oon banget daftar,Positif
lupa noefin baharu nik npwp 2024 pas ngikuti langkah step by step kode verifikasi nya deteksi no hp nohp daftar npwp 20132014 nohp hangusbgaimana tekirim kode verifikasi aplikasi lupa kode efin cantum isi kolom nohp email aktif mohon aplikasi nya tingkatkn mudah akses,Negatif
aplikasi verifikasi email masuk kode time out,Negatif
pecat bikin apk nya situs nya,Negatif
aplikasi busuk buka mudah bikin sulit ikhlas banget aplikasi hapus app guna,Negatif
fitur lupa efin gagal verifikasi sih aplikasi,Negatif
kode verifikasi login kirim email salah login aplikasi data web sesuai,Negatif
manfaat,Positif
kode verifikasi,Negatif
aplikasi sampah,Negatif
ngisi no npwp pas login digit 1,Negatif
apliki bodoh,Negatif
weh gawe sgl hese,Negatif
masuk nik enggak bisa,Negatif
aplikasi busukkirim kode verifikasi banget,Negatif
aplikasi kode verifikasi kirim 5 jam game2 murah bagus,Negatif
login inputan niknpwp muat 15 digit 1 digit input nik nya,Negatif
kode verifikasi email nya lamaaaaa banget gilir muncul kode nya kadaluarsa ampun,Negatif
kirim kode aktivasinya saran kode aktivasi bikin tunggu aplikasi keburu refresh kirim kode aktivasi,Negatif
aplikasi perintah benermasa aju efin gagal memberitahukan salah informasi dimanatolong baik,Negatif
aplikasi tolol ubah password langsung email gilir verifikasi muncul muncul email tolol tolol,Negatif
aplikasi nomor call center kring 1500200 ngabisin pulsa,Negatif
kalo input nik npwp isi ulang data aplikasi sampah,Negatif
ok,Positif
buruk 5x aju lupa efin tahap efin kirim cek email maaf kasih bintang 1,Negatif
ok,Positif
buang buang,Negatif
kak kode verifikasi lupa efin no hp kirim whatsapp email daftar terima kasih,Positif
aplikasi login pakai nik website pakai nik tingkat kalo login pakai nik ganti bintang 7,Positif
busuk sandi salah sandi salah beres bayar kalo,Negatif
cacat,Negatif
mohon aplikasi publis coba trial and error jalan aplikasi jalan gagal,Negatif
login masuk niknpwp coba masuk nik ktp eh dibatesin krang 1 digit ambigu,Negatif
npwp ribet ituapa urus efin ahmending npwp bikin susah,Negatif
tolong baik sistem aplikasi aplikasi kelas milik negara,Negatif
eroor coba baik biar enak dalampenggunaan nya,Negatif
konyol rakyat beritikat lapor pajak pas daftar aktifasi efin kantor aplikasi sampah sulit rakyat,Negatif
mudah kece cepat informasi terima kasih,Positif
login pakai nik 15 digit nik 16 digit,Negatif
anggar negara gaji pegawai nya gede layan 0 lapor susah cari efin,Negatif
mohon baik aplikasi verifikasi gagal mulu,Negatif
pakai lupa efin gagal,Negatif
sih perintah hasil software nya,Negatif
perintah mohon banyak komentar baik aplikasi aplikasi rusak layak,Negatif
login butuh baik,Negatif
buruk,Negatif
developer taii,Negatif
bikin buang buang pulsa email aktivasi nya masuk,Negatif
baik aplikasi djb nya deh buka situs google open aplikasi tidk akses alias busuk bantu uang rakyat pajak kasih buruk layan nya,Negatif
kacau,Negatif
kode otp muncul muncul,Negatif
aplikasi mobile webnya masalah mulu aplikasi mobile kirim verif kode spam aplikasi webnya habis session login tolong baik aplikasi mobile web habisin,Negatif
aplikasih milik sih login pakai wbst kalo pakai apk bikin aplikasi,Negatif
mudah bikin kesel beberapaa kali log aju efin gagal,Negatif
update login pasword,Negatif
bagus berm npaat,Positif
top,Positif
validasi data nik foto gagal balas valid sesuai,Negatif
bayar pajak ribet,Negatif
aplikasi ruwet lapor,Negatif
aplikasi perintah buka mudah sulit 1pembuatan akun npwp sulit ampun 2untuk log sulit 3figtur ampas jalan contoh lapor tahun fiks aplikasi ter ampas download,Negatif
logout ganti akun pajak login semua akun nonor npwp sandi cek berkalikali salah,Negatif
bagus n tarik,Positif
ngebuggangguanno npwp pasword masuktolong diperbaikiklo login google chrome,Negatif
criptical error occured,Negatif
aplikasi sandi nya masuk aplikasi guna,Negatif
daftar aplikasi daftar browser layan operator 3,Negatif
masuk nik 15 angka,Negatif
eror buka,Negatif
bintang 2 deh nih apk erorr restart erorr critical error occured,Negatif
login sandi niknpwp fitur eror peru baik,Negatif
mohon developer web pajak bug sistem isi daftar npwp online jeda singkat durasi isi formulir butuh detik lambat detik akibat bug sistem ulang ulang kali ulang ulang login logout,Negatif
kelas jala uang rakyat bikin apk rakyat main maingunakan uang rakyat baik apk mudah rakyat bayar keringat kelas kemenkeu apk bobrok,Negatif
ok mantap,Positif
kirim otp via sms susah,Negatif
oke,Positif
payah aplikasi masak login tolong dperbaiki,Negatif
sippp,Positif
log npwp password web,Negatif
bantu buka kak,Positif
npwp pasw aplikasi salah kalo login pakai npwppasw web masuk aplikasi disalahin,Negatif
didownload afk tolol daftar gagal lang 2nya aplikasi mudah bikin orang buang2 salah aplikasi sampah flay store,Negatif
masuk web aplikasi baik fitur login nya masak sinkron web nya,Negatif
login,Negatif
sandi nomor npwp sesuai browser aplikasi tolong baik,Negatif
login mobile web nya,Negatif
aplikasi parah banget login,Negatif
bantu sekaliterimakasih,Positif
aplikasi buka perintah tolol,Negatif
sih aplikasi websitenya login ketik npwp sandi bilang salah,Negatif
login aplikasi websitenya bisaaneh aplikasi,Negatif
apk kali aju epin sms nya muncul2 halah bikin kesel,Negatif
mudah daptar npwp online,Negatif
niat hati bantu bayar pajak aps kayak lite kali duit pajak korupsi biar benar apps,Negatif
aplikasi mudah sulit nomer npwp sandi salah aplikasi wanita kayak ya,Negatif
kayak log masuk nik selesai deh mentok tolong perintah baik aplikasi,Negatif
ribet poll efin susah lengkap lengkap,Negatif
klik daftar guna klik ya,Negatif
min data alamat ganti pindah alamat,Positif
ngisi no npwp nik isi nik 15 digit,Negatif
download,Negatif
daftar pas tahap 2 pas coba login userid pas salah coba bikin pakai email solusi nya pakai email,Negatif
riwayat bayar ya screen shoot lapor browser chorme muncul terang temu tolong baik,Negatif
daftar susahkalo apl dkit,Negatif
enggak bisa buka aplikasi mental,Negatif
mantap,Positif
kode verifikasi muncuuuuuuul email cek folder,Negatif
gagal evin pajak,Negatif
susah orang,Negatif
aplikasi aplikasi fungsi,Negatif
bantu,Negatif
woi betulin nik nya enggak bisa 1 digit ketik anggar doang gede aplikasi sampah,Negatif
kelas djp sih apk nya error enggak bisa login website kayak,Negatif
tolong baik iya daftar,Negatif
nomor paswod npwp login ulang ski kali haduuuuu,Negatif
lapor pajak ribet,Negatif
kode efin ribetnya ampun reset password ribet kali,Negatif
assalamualaikum ganti nomor kontak kode verifikasi efin kirim nomor kontak terima kasih,Positif
validasi otp zaman dinasti ming ndk masuk2 smsgmna mah daftar,Negatif
aplikasi bingung error,Negatif
aplikasi buruk warga tip aplikasi layan publik buruk loginnya susah,Negatif
aplikasiny,Negatif
tes akurat sesuai baca data asli resmi semiga aman mudah mayrakatvkecil iniamin salam jaya,Positif
masuk no nik batas 15 digit alhasil login baik,Negatif
